placard_type,hazmat_class_railstate,hazmat_class_cfr,hazmat_name_cfr,hazmat_name_census,in_railstate,in_cfr,in_census,count_placard_type_railstate
UN2015,NA,5.1,"Hydrogen peroxide, stabilized or Hydrogen peroxide aqueous solutions, stabilized with more than 60 percent hydrogen peroxide","Hydrogen peroxide, stabilized or Hydrogen peroxide aqueous solutions, stabilized with more than 60 percent hydrogen peroxide",TRUE,TRUE,TRUE,2
UN2028,8,8,"Bombs, smoke, non-explosive, with corrosive liquid, without initiating device","Bombs, smoke, non-explosive, with corrosive liquid, without initiating device",TRUE,TRUE,TRUE,2
UN2038,6.1,6.1,"Dinitrotoluenes, liquid","Dinitrotoluenes, liquid",TRUE,TRUE,TRUE,2
UN2044,2.1,2.1,"2,2-Dimethylpropane","2,2-Dimethylpropane",TRUE,TRUE,TRUE,2
UN2046,3,3,Cymenes,Cymenes,TRUE,TRUE,TRUE,2
UN2049,3,3,Diethylbenzene,Diethylbenzene,TRUE,TRUE,TRUE,2
UN2079,8,8,Diethylenetriamine,Diethylenetriamine,TRUE,TRUE,TRUE,2
UN2211,9,9,"Polymeric beads expandable, evolving flammable vapor","Polymeric beads expandable, evolving flammable vapor",TRUE,TRUE,TRUE,2
UN2216,9,9,"Fish meal, stabilized or Fish scrap, stabilized","Fish meal, stabilized or Fish scrap, stabilized",TRUE,TRUE,TRUE,2
UN2276,3,3,2-Ethylhexylamine,2-Ethylhexylamine,TRUE,TRUE,TRUE,2
UN2285,6.1,6.1,Isocyanatobenzotrifluorides,Isocyanatobenzotrifluorides,TRUE,TRUE,TRUE,2
UN2289,8,8,Isophoronediamine,Isophoronediamine,TRUE,TRUE,TRUE,2
UN2293,3,3,4-Methoxy-4-methylpentan-2-one,4-Methoxy-4-methylpentan-2-one,TRUE,TRUE,TRUE,2
UN2299,6.1,6.1,Methyl dichloroacetate,Methyl dichloroacetate,TRUE,TRUE,TRUE,2
UN2305,8,8,Nitrobenzenesulfonic acid,Nitrobenzenesulfonic acid,TRUE,TRUE,TRUE,2
UN2318,4.2,4.2,"Sodium hydrosulfide, with less than 25 percent water of crystallization","Sodium hydrosulfide, with less than 25 percent water of crystallization",TRUE,TRUE,TRUE,2
UN2320,8,8,Tetraethylenepentamine,Tetraethylenepentamine,TRUE,TRUE,TRUE,2
UN2330,3,3,Undecane,Undecane,TRUE,TRUE,TRUE,2
UN2337,6.1,6.1,Phenyl mercaptan,Phenyl mercaptan,TRUE,TRUE,TRUE,2
UN2340,3,3,2-Bromoethyl ethyl ether,2-Bromoethyl ethyl ether,TRUE,TRUE,TRUE,2
UN2342,3,3,Bromomethylpropanes,Bromomethylpropanes,TRUE,TRUE,TRUE,2
UN2344,3,3,Bromopropanes,Bromopropanes,TRUE,TRUE,TRUE,2
UN2345,3,3,3-Bromopropyne,3-Bromopropyne,TRUE,TRUE,TRUE,2
UN2350,3,3,Butyl methyl ether,Butyl methyl ether,TRUE,TRUE,TRUE,2
UN2357,8,8,Cyclohexylamine,Cyclohexylamine,TRUE,TRUE,TRUE,2
UN2367,3,3,alpha-Methylvaleraldehyde,alpha-Methylvaleraldehyde,TRUE,TRUE,TRUE,2
UN2375,3,3,Diethyl sulfide,Diethyl sulfide,TRUE,TRUE,TRUE,2
UN2378,3,3,2-Dimethylaminoacetonitrile,2-Dimethylaminoacetonitrile,TRUE,TRUE,TRUE,2
UN2379,3,3,"1, 3-Dimethylbutylamine","1, 3-Dimethylbutylamine",TRUE,TRUE,TRUE,2
UN2401,8,8,Piperidine,Piperidine,TRUE,TRUE,TRUE,2
UN2406,3,3,Isopropyl isobutyrate,Isopropyl isobutyrate,TRUE,TRUE,TRUE,2
UN2407,6.1,6.1,Isopropyl chloroformate,Isopropyl chloroformate,TRUE,TRUE,TRUE,2
UN2414,3,3,Thiophene,Thiophene,TRUE,TRUE,TRUE,2
UN2446,6.1,6.1,"Nitrocresols, solid","Nitrocresols, solid",TRUE,TRUE,TRUE,2
UN2470,6.1,6.1,"Phenylacetonitrile, liquid","Phenylacetonitrile, liquid",TRUE,TRUE,TRUE,2
UN2478,3,3,"Isocyanates, flammable, toxic, n.o.s. or Isocyanate solutions, flammable, toxic, n.o.s. flash point less than 23 degrees C","Isocyanates, flammable, toxic, n.o.s. or Isocyanate solutions, flammable, toxic, n.o.s. flash point less than 23 degrees C",TRUE,TRUE,TRUE,2
UN2495,5.1,5.1,Iodine pentafluoride,Iodine pentafluoride,TRUE,TRUE,TRUE,2
UN2496,8,8,Propionic anhydride,Propionic anhydride,TRUE,TRUE,TRUE,2
UN2503,8,8,Zirconium tetrachloride,Zirconium tetrachloride,TRUE,TRUE,TRUE,2
UN2533,6.1,6.1,Methyl trichloroacetate,Methyl trichloroacetate,TRUE,TRUE,TRUE,2
UN2603,3,3,Cycloheptatriene,Cycloheptatriene,TRUE,TRUE,TRUE,2
UN2626,5.1,5.1,"Chloric acid aqueous solution, with not more than 10 percent chloric acid","Chloric acid aqueous solution, with not more than 10 percent chloric acid",TRUE,TRUE,TRUE,2
UN2678,8,8,Rubidium hydroxide,Rubidium hydroxide,TRUE,TRUE,TRUE,2
UN2705,8,8,1-Pentol,1-Pentol,TRUE,TRUE,TRUE,2
UN2813,4.3,4.3,"Water-reactive solid, n.o.s","Water-reactive solid, n.o.s",TRUE,TRUE,TRUE,2
UN2857,2.2,2.2,"Refrigerating machines, containing non-flammable, non-toxic gases, or ammonia solutions (UN2672)","Refrigerating machines, containing non-flammable, non-toxic gases, or ammonia solutions (UN2672)",TRUE,TRUE,TRUE,2
UN2870,4.2,4.2,Aluminum borohydride or Aluminum borohydride in devices,Aluminum borohydride or Aluminum borohydride in devices,TRUE,TRUE,TRUE,2
UN2905,8,8,"Chlorophenolates, solid or Phenolates, solid","Chlorophenolates, solid or Phenolates, solid",TRUE,TRUE,TRUE,2
UN2920,8,8,"Corrosive liquids, flammable, n.o.s.","Corrosive liquids, flammable, n.o.s",TRUE,TRUE,TRUE,2
UN2931,6.1,6.1,Vanadyl sulfate,Vanadyl sulfate,TRUE,TRUE,TRUE,2
UN2950,4.3,4.3,"Magnesium granules, coated, particle size not less than 149 microns","Magnesium granules, coated, particle size not less than 149 microns",TRUE,TRUE,TRUE,2
UN3014,6.1,6.1,"Substituted nitrophenol pesticides, liquid, toxic","Substituted nitrophenol pesticides, liquid, toxic",TRUE,TRUE,TRUE,2
UN3025,6.1,6.1,"Coumarin derivative pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C","Coumarin derivative pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",TRUE,TRUE,TRUE,2
UN3072,9,9,"Life-saving appliances, not self inflating containing dangerous goods as equipment","Life-saving appliances, not self inflating containing dangerous goods as equipment",TRUE,TRUE,TRUE,2
UN3107,5.2,5.2,"Organic peroxide type E, liquid","Organic peroxide type E, liquid",TRUE,TRUE,TRUE,2
UN3114,5.2,5.2,"Organic peroxide type C, solid, temperature controlled","Organic peroxide type C, solid, temperature controlled",TRUE,TRUE,TRUE,2
UN3124,6.1,6.1,"Toxic solids, self-heating, n.o.s.","Toxic solids, self-heating, n.o.s.",TRUE,TRUE,TRUE,2
UN3125,6.1,6.1,"Toxic solids, water-reactive, n.o.s","Toxic solids, water-reactive, n.o.s",TRUE,TRUE,TRUE,2
UN3126,4.2,4.2,"Self-heating solid, corrosive, organic, n.o.s","Self-heating solid, corrosive, organic, n.o.s",TRUE,TRUE,TRUE,2
UN3131,4.3,4.3,"Water-reactive solid, corrosive, n.o.s","Water-reactive solid, corrosive, n.o.s",TRUE,TRUE,TRUE,2
UN3143,6.1,6.1,"Dyes, solid, toxic, n.o.s. or Dye intermediates, solid, toxic, n.o.s.","Dyes, solid, toxic, n.o.s. or Dye intermediates, solid, toxic, n.o.s.",TRUE,TRUE,TRUE,2
UN3150,2.1,2.1,"Devices, small, hydrocarbon gas powered or Hydrocarbon gas refills for small devices with release device","Devices, small, hydrocarbon gas powered or Hydrocarbon gas refills for small devices with release device",TRUE,TRUE,TRUE,2
UN3155,6.1,6.1,Pentachlorophenol,Pentachlorophenol,TRUE,TRUE,TRUE,2
UN3171,9,9,Battery-powered vehicle or Battery-powered equipment,Battery-powered vehicle or Battery-powered equipment,TRUE,TRUE,TRUE,2
UN3191,4.2,4.2,"Self-heating solid, toxic, inorganic, n.o.s.","Self-heating solid, toxic, inorganic, n.o.s.",TRUE,TRUE,TRUE,2
UN3209,4.3,4.3,"Metallic substance, water-reactive, self-heating, n.o.s","Metallic substance, water-reactive, self-heating, n.o.s",TRUE,TRUE,TRUE,2
UN3210,5.1,5.1,"Chlorates, inorganic, aqueous solution, n.o.s","Chlorates, inorganic, aqueous solution, n.o.s",TRUE,TRUE,TRUE,2
UN3211,5.1,5.1,"Perchlorates, inorganic, aqueous solution, n.o.s.","Perchlorates, inorganic, aqueous solution, n.o.s.",TRUE,TRUE,TRUE,2
UN3221,4.1,4.1,Self-reactive liquid type B,Self-reactive liquid type B,TRUE,TRUE,TRUE,2
UN3225,4.1,4.1,Self-reactive liquid type D,Self-reactive liquid type D,TRUE,TRUE,TRUE,2
UN3234,4.1,4.1,"Self-reactive solid type C, temperature controlled","Self-reactive solid type C, temperature controlled",TRUE,TRUE,TRUE,2
UN3258,9,9,"Elevated temperature solid, n.o.s., at or above 240 C, see § 173.247(h)(4)","Elevated temperature solid, n.o.s., at or above 240 C, see §173.247(h)(4)",TRUE,TRUE,TRUE,2
UN3280,6.1,6.1,"Organoarsenic compound, liquid, n.o.s.","Organoarsenic compound, liquid, n.o.s.",TRUE,TRUE,TRUE,2
UN3291,6.2,6.2,"Regulated medical waste, n.o.s. or Clinical waste, unspecified, n.o.s. or (BIO) Medical waste, n.o.s. or Biomedical waste, n.o.s., or Medical Waste n.o.s.","Regulated medical waste, n.o.s. or Clinical waste, unspecified, n.o.s. or (BIO) Medical waste, n.o.s., or Biomedical waste, n.o.s. or Medical waste, n.o.s",TRUE,TRUE,TRUE,2
UN3308,2.3,2.3,"Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone A #OR# Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone B #OR# Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone C #OR# Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone D","Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone A #OR# Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone B #OR# Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone C #OR# Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone D",TRUE,TRUE,TRUE,2
UN3337,2.2,2.2,Refrigerant gas R 404A,Refrigerant gas R 404A,TRUE,TRUE,TRUE,2
UN3345,6.1,6.1,"Phenoxyacetic acid derivative pesticide, solid, toxic","Phenoxyacetic acid derivative pesticide, solid, toxic",TRUE,TRUE,TRUE,2
UN3355,2.3,2.3,"Insecticide gases, toxic, flammable, n.o.s. Inhalation hazard Zone A #OR# Insecticide gases, toxic, flammable, n.o.s. Inhalation hazard Zone B #OR# Insecticide gases, toxic, flammable, n.o.s. Inhalation hazard Zone C #OR# Insecticide gases, toxic, flammable, n.o.s. Inhalation hazard Zone D","Insecticide gases, toxic, flammable, n.o.s. Inhalation hazard Zone A #OR# Insecticide gases, toxic, flammable, n.o.s. Inhalation hazard Zone B #OR# Insecticide gases, toxic, flammable, n.o.s. Inhalation hazard Zone C #OR# Insecticide gases, toxic, flammable, n.o.s. Inhalation hazard Zone D",TRUE,TRUE,TRUE,2
UN3367,4.1,4.1,"Trinitrobenzene, wetted, with not less than 10% water, by mass","Trinitrobenzene, wetted, with not less than 10% water, by mass",TRUE,TRUE,TRUE,2
UN3370,4.1,4.1,"Urea nitrate, wetted, with not less than 10 percent water by mass","Urea nitrate, wetted, with not less than 10 percent water by mass",TRUE,TRUE,TRUE,2
UN3376,4.1,4.1,"4-Nitrophenylhydrazine, with not less than 30 percent water, by mass","4-Nitrophenylhydrazine, with not less than 30 percent water, by mass",TRUE,TRUE,TRUE,2
UN3382,6.1,6.1,"Toxic by inhalation liquid, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50","Toxic by inhalation liquid, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",TRUE,TRUE,TRUE,2
UN3400,4.2,4.2,"Organometallic substance, solid, self-heating","Organometallic substance, solid, self-heating",TRUE,TRUE,TRUE,2
UN3424,6.1,6.1,Ammonium dinitro-o-cresolate solution,Ammonium dinitro-o-cresolate solution,TRUE,TRUE,TRUE,2
UN3431,6.1,6.1,"Nitrobenzotrifluorides, solid","Nitrobenzotrifluorides, solid",TRUE,TRUE,TRUE,2
UN3436,6.1,6.1,"Hexafluoroacetone hydrate, solid","Hexafluoroacetone hydrate, solid",TRUE,TRUE,TRUE,2
UN3450,6.1,6.1,"Diphenylchloroarsine, solid","Diphenylchloroarsine, solid",TRUE,TRUE,TRUE,2
UN3490,6.1,6.1,"Toxic by inhalation liquid, water-reactive, flammable, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50","Toxic by inhalation liquid, water-reactive, flammable, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",TRUE,TRUE,TRUE,2
UN3547,8,8,"Articles containing corrosive substance, n.o.s.",NA,TRUE,TRUE,FALSE,2
UN0012,1.4S,1.4S,"Cartridges for weapons, inert projectile or Cartridges, small arms","Cartridges for weapons, inert projectile or Cartridges, small arms",TRUE,TRUE,TRUE,1
UN0015,1.2G,1.2G,"Ammunition, smoke with or without burster, expelling charge or propelling charge","Ammunition, smoke with or without burster, expelling charge or propelling charge",TRUE,TRUE,TRUE,1
UN0020,1.2K,1.2K,"Ammunition, toxic with burster, expelling charge, or propelling charge","Ammunition, toxic with burster, expelling charge, or propelling charge",TRUE,TRUE,TRUE,1
UN0021,1.3K,1.3K,"Ammunition, toxic with burster, expelling charge, or propelling charge","Ammunition, toxic with burster, expelling charge, or propelling charge",TRUE,TRUE,TRUE,1
UN0044,1.4S,1.4S,"Primers, cap type","Primers, cap type",TRUE,TRUE,TRUE,1
UN0049,1.1G,1.1G,"Cartridges, flash","Cartridges, flash",TRUE,TRUE,TRUE,1
UN0066,1.4G,1.4G,"Cord, igniter","Cord, igniter",TRUE,TRUE,TRUE,1
UN0076,1.1D,1.1D,"Dinitrophenol, dry or wetted with less than 15 percent water, by mass","Dinitrophenol, dry or wetted with less than 15 percent water, by mass",TRUE,TRUE,TRUE,1
UN0077,1.3C,1.3C,"Dinitrophenolates alkali metals, dry or wetted with less than 15 percent water, by mass","Dinitrophenolates alkali metals, dry or wetted with less than 15 percent water, by mass",TRUE,TRUE,TRUE,1
UN0079,1.1D,1.1D,Hexanitrodiphenylamine or Dipicrylamine or Hexyl,Hexanitrodiphenylamine or Dipicrylamine or Hexyl,TRUE,TRUE,TRUE,1
UN0101,1.3G,1.3G,"Fuse, non-detonating instantaneous or quickmatch","Fuse, non-detonating instantaneous or quickmatch",TRUE,TRUE,TRUE,1
UN0107,1.2B,1.2B,"Fuzes, detonating","Fuzes, detonating",TRUE,TRUE,TRUE,1
UN0124,1.1D,1.1D,"Jet perforating guns, charged oil well without detonator","Jet perforating guns, charged oil well, with detonator #OR# Jet perforating guns, charged oil well, without detonator",TRUE,TRUE,TRUE,1
UN0135,1.1A,1.1A,"Mercury fulminate, wetted with not less than 20 percent water, or mixture of alcohol and water, by mass","Mercury fulminate, wetted with not less than 20 percent water, or mixture of alcohol and water, by mass",TRUE,TRUE,TRUE,1
UN0167,1.1F,1.1F,"Projectiles, with bursting charge","Projectiles, with bursting charge",TRUE,TRUE,TRUE,1
UN0180,1.1F,1.1F,"Rockets, with bursting charge","Rockets, with bursting charge",TRUE,TRUE,TRUE,1
UN0183,1.3C,1.3C,"Rockets, with inert head","Rockets, with inert head",TRUE,TRUE,TRUE,1
UN0195,1.3G,1.3G,"Signals, distress, ship","Signals, distress, ship",TRUE,TRUE,TRUE,1
UN0197,1.4G,1.4G,"Signals, smoke","Signals, smoke",TRUE,TRUE,TRUE,1
UN0208,1.1D,1.1D,Trinitrophenylmethylnitramine or Tetryl,Trinitrophenylmethylnitramine or Tetryl,TRUE,TRUE,TRUE,1
UN0209,1.1D,1.1D,"Trinitrotoluene or TNT, dry or wetted with less than 30 percent water, by mass","Trinitrotoluene or TNT, dry or wetted with less than 30 percent water, by mass",TRUE,TRUE,TRUE,1
UN0213,1.1D,1.1D,Trinitroanisole,Trinitroanisole,TRUE,TRUE,TRUE,1
UN0249,1.3L,1.3L,"Contrivances, water-activated, with burster, expelling charge or propelling charge","Contrivances, water-activated, with burster, expelling charge or propelling charge",TRUE,TRUE,TRUE,1
UN0280,1.1C,1.1C,Rocket motors,Rocket motors,TRUE,TRUE,TRUE,1
UN0286,1.1D,1.1D,"Warheads, rocket with bursting charge","Warheads, rocket with bursting charge",TRUE,TRUE,TRUE,1
UN0287,1.2D,1.2D,"Warheads, rocket with bursting charge","Warheads, rocket with bursting charge",TRUE,TRUE,TRUE,1
UN0291,1.2F,1.2F,"Bombs, with bursting charge","Bombs, with bursting charge",TRUE,TRUE,TRUE,1
UN0292,1.1F,1.1F,"Grenades, hand or rifle, with bursting charge","Grenades, hand or rifle, with bursting charge",TRUE,TRUE,TRUE,1
UN0293,1.2F,1.2F,"Grenades, hand or rifle, with bursting charge","Grenades, hand or rifle, with bursting charge",TRUE,TRUE,TRUE,1
UN0301,1.4G,1.4G,"Ammunition, tear-producing with burster, expelling charge or propelling charge","Ammunition, tear-producing with burster, expelling charge or propelling charge",TRUE,TRUE,TRUE,1
UN0314,1.2G,1.2G,Igniters,Igniters,TRUE,TRUE,TRUE,1
UN0331,1.5D,1.5D,"Explosive, blasting, type B or Agent blasting, Type B","Ammonium nitrate-fuel oil mixture containing only prilled ammonium nitrate and fuel oil #OR# Explosive, blasting, type B or Agent blasting, Type B",TRUE,TRUE,TRUE,1
UN0348,1.4F,1.4F,"Cartridges for weapons, with bursting charge","Cartridges for weapons, with bursting charge",TRUE,TRUE,TRUE,1
UN0357,1.1L,1.1L,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",TRUE,TRUE,TRUE,1
UN0367,1.4S,1.4S,"Fuzes, detonating","Fuzes, detonating",TRUE,TRUE,TRUE,1
UN0370,1.4D,1.4D,"Warheads, rocket with burster or expelling charge","Warheads, rocket with burster or expelling charge",TRUE,TRUE,TRUE,1
UN0401,1.1D,1.1D,"Dipicryl sulfide, dry or wetted with less than 10 percent water, by mass","Dipicryl sulfide, dry or wetted with less than 10 percent water, by mass",TRUE,TRUE,TRUE,1
UN0403,1.4G,1.4G,"Flares, aerial","Flares, aerial",TRUE,TRUE,TRUE,1
UN0404,1.4S,1.4S,"Flares, aerial","Flares, aerial",TRUE,TRUE,TRUE,1
UN0406,1.3C,1.3C,Dinitrosobenzene,Dinitrosobenzene,TRUE,TRUE,TRUE,1
UN0407,1.4C,1.4C,Tetrazol-1-acetic acid,Tetrazol-1-acetic acid,TRUE,TRUE,TRUE,1
UN0415,1.2C,1.2C,"Charges, propelling","Charges, propelling",TRUE,TRUE,TRUE,1
UN0459,1.4D,1.4D,"Charges, bursting, plastics bonded","Charges, bursting, plastics bonded",TRUE,TRUE,TRUE,1
UN0470,1.3C,1.3C,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",TRUE,TRUE,TRUE,1
UN0473,1.1A,1.1A,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",TRUE,TRUE,TRUE,1
UN0476,1.1G,1.1G,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",TRUE,TRUE,TRUE,1
UN0479,1.4C,1.4C,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",TRUE,TRUE,TRUE,1
UN0491,1.4C,1.4C,"Charges, propelling","Charges, propelling",TRUE,TRUE,TRUE,1
UN0507,1.4S,1.4S,"Signals, smoke","Signals, smoke",TRUE,TRUE,TRUE,1
UN1046,2.2,2.2,"Helium, compressed","Helium, compressed",TRUE,TRUE,TRUE,1
UN1048,2.3,2.3,"Hydrogen bromide, anhydrous","Hydrogen bromide, anhydrous",TRUE,TRUE,TRUE,1
UN1058,2.2,2.2,"Liquefied gases, non-flammable charged with nitrogen, carbon dioxide or air","Liquefied gases, non-flammable charged with nitrogen, carbon dioxide or air",TRUE,TRUE,TRUE,1
UN1100,3,3,Allyl chloride,Allyl chloride,TRUE,TRUE,TRUE,1
UN1109,3,3,Amyl formates,Amyl formates,TRUE,TRUE,TRUE,1
UN1126,3,3,1-Bromobutane,1-Bromobutane,TRUE,TRUE,TRUE,1
UN1127,3,3,Chlorobutanes,Chlorobutanes,TRUE,TRUE,TRUE,1
UN1134,3,3,Chlorobenzene,Chlorobenzene,TRUE,TRUE,TRUE,1
UN1139,3,3,"Coating solution (includes surface treatments or coatings used for industrial or other purposes such as vehicle undercoating, drum or barrel lining)","Coating solution (includes surface treatments or coatings used for industrial or other purposes such as vehicle undercoating, drum or barrel lining)",TRUE,TRUE,TRUE,1
UN1143,6.1,6.1,"Crotonaldehyde or Crotonaldehyde, stabilized","Crotonaldehyde or Crotonaldehyde, stabilized",TRUE,TRUE,TRUE,1
UN1144,3,3,Crotonylene,Crotonylene,TRUE,TRUE,TRUE,1
UN1154,3,3,Diethylamine,Diethylamine,TRUE,TRUE,TRUE,1
UN1158,3,3,Diisopropylamine,Diisopropylamine,TRUE,TRUE,TRUE,1
UN1162,3,3,Dimethyldichlorosilane,Dimethyldichlorosilane,TRUE,TRUE,TRUE,1
UN1163,6.1,6.1,"Dimethylhydrazine, unsymmetrical","Dimethylhydrazine, unsymmetrical",TRUE,TRUE,TRUE,1
UN1167,3,3,"Divinyl ether, stabilized","Divinyl ether, stabilized",TRUE,TRUE,TRUE,1
UN1185,6.1,6.1,"Ethyleneimine, stabilized","Ethyleneimine, stabilized",TRUE,TRUE,TRUE,1
UN1188,3,3,Ethylene glycol monomethyl ether,Ethylene glycol monomethyl ether,TRUE,TRUE,TRUE,1
UN1192,3,3,Ethyl lactate,Ethyl lactate,TRUE,TRUE,TRUE,1
UN1194,3,3,Ethyl nitrite solutions,Ethyl nitrite solutions,TRUE,TRUE,TRUE,1
UN1197,3,3,"Extracts, liquid, for flavor or aroma","Extracts, flavoring, liquid",TRUE,TRUE,TRUE,1
UN1238,6.1,6.1,Methyl chloroformate,Methyl chloroformate,TRUE,TRUE,TRUE,1
UN1246,3,3,"Methyl isopropenyl ketone, stabilized","Methyl isopropenyl ketone, stabilized",TRUE,TRUE,TRUE,1
UN1298,3,3,Trimethylchlorosilane,Trimethylchlorosilane,TRUE,TRUE,TRUE,1
UN1306,3,3,"Wood preservatives, liquid","Wood preservatives, liquid",TRUE,TRUE,TRUE,1
UN1312,4.1,4.1,Borneol,Borneol,TRUE,TRUE,TRUE,1
UN1323,4.1,4.1,Ferrocerium,Ferrocerium,TRUE,TRUE,TRUE,1
UN1334,4.1,4.1,"Naphthalene, crude or Naphthalene, refined","Naphthalene, crude or Naphthalene, refined",TRUE,TRUE,TRUE,1
UN1336,4.1,4.1,"Nitroguanidine, wetted or Picrite, wetted with not less than 20 percent water, by mass","Nitroguanidine, wetted or Picrite, wetted with not less than 20 percent water, by mass",TRUE,TRUE,TRUE,1
UN1341,4.1,4.1,"Phosphorus sesquisulfide, free from yellow or white phosphorus","Phosphorus sesquisulfide, free from yellow or white phosphorus",TRUE,TRUE,TRUE,1
UN1346,4.1,4.1,"Silicon powder, amorphous","Silicon powder, amorphous",TRUE,TRUE,TRUE,1
UN1349,4.1,4.1,"Sodium picramate, wetted with not less than 20 percent water, by mass","Sodium picramate, wetted with not less than 20 percent water, by mass",TRUE,TRUE,TRUE,1
UN1369,4.2,4.2,p-Nitrosodimethylaniline,p-Nitrosodimethylaniline,TRUE,TRUE,TRUE,1
UN1394,4.3,4.3,Aluminum carbide,Aluminum carbide,TRUE,TRUE,TRUE,1
UN1398,4.3,4.3,"Aluminum silicon powder, uncoated","Aluminum silicon powder, uncoated",TRUE,TRUE,TRUE,1
UN1409,4.3,4.3,"Metal hydrides, water reactive, n.o.s","Metal hydrides, water reactive, n.o.s",TRUE,TRUE,TRUE,1
UN1417,4.3,4.3,Lithium silicon,Lithium silicon,TRUE,TRUE,TRUE,1
UN1418,4.3,4.3,"Magnesium, powder or Magnesium alloys, powder","Magnesium, powder or Magnesium alloys, powder",TRUE,TRUE,TRUE,1
UN1420,4.3,4.3,"Potassium, metal alloys, liquid","Potassium, metal alloys, liquid",TRUE,TRUE,TRUE,1
UN1426,4.3,4.3,Sodium borohydride,Sodium borohydride,TRUE,TRUE,TRUE,1
UN1427,4.3,4.3,Sodium hydride,Sodium hydride,TRUE,TRUE,TRUE,1
UN1432,4.3,4.3,Sodium phosphide,Sodium phosphide,TRUE,TRUE,TRUE,1
UN1437,4.1,4.1,Zirconium hydride,Zirconium hydride,TRUE,TRUE,TRUE,1
UN1439,5.1,5.1,Ammonium dichromate,Ammonium dichromate,TRUE,TRUE,TRUE,1
UN1447,5.1,5.1,"Barium perchlorate, solid","Barium perchlorate, solid",TRUE,TRUE,TRUE,1
UN1448,5.1,5.1,Barium permanganate,Barium permanganate,TRUE,TRUE,TRUE,1
UN1450,5.1,5.1,"Bromates, inorganic, n.o.s","Bromates, inorganic, n.o.s",TRUE,TRUE,TRUE,1
UN1455,5.1,5.1,Calcium perchlorate,Calcium perchlorate,TRUE,TRUE,TRUE,1
UN1469,5.1,5.1,Lead nitrate,Lead nitrate,TRUE,TRUE,TRUE,1
